,State,Abbreviation,County,avg_aqi,Pop_Estimate,Per capita personal income 2018
0,Alabama,AL,Baldwin,36.83,"218,022","45,596"
1,Alabama,AL,Clay,28.99,"13,275","33,530"
2,Alabama,AL,Colbert,35.64,"54,762","38,378"
3,Alabama,AL,DeKalb,36.72,"71,385","31,916"
4,Alabama,AL,Elmore,35.33,"81,887","42,269"
5,Alabama,AL,Etowah,42.91,"102,501","36,918"
6,Alabama,AL,Houston,35.73,"104,722","42,398"
7,Alabama,AL,Jefferson,53.77,"659,300","54,730"
8,Alabama,AL,Lawrence,25.65,"32,957","34,125"
9,Alabama,AL,Madison,41.77,"366,519","51,445"
10,Alabama,AL,Mobile,38.33,"413,757","38,243"
11,Alabama,AL,Montgomery,50.13,"225,763","43,688"
12,Alabama,AL,Morgan,38.52,"119,089","39,991"
13,Alabama,AL,Russell,39.73,"57,781","33,104"
14,Alabama,AL,Shelby,28.21,"215,707","54,369"
15,Alabama,AL,Sumter,28.48,"12,691","31,664"
16,Alabama,AL,Tuscaloosa,38.54,"208,911","38,822"
17,Arizona,AZ,Apache,14.4,"71,818","34,355"
18,Arizona,AZ,Cochise,46.23,"126,770","40,308"
19,Arizona,AZ,Coconino,51.67,"142,854","48,129"
20,Arizona,AZ,Gila,75.02,"53,889","40,267"
21,Arizona,AZ,La Paz,47.89,"21,098","30,948"
22,Arizona,AZ,Maricopa,76.82,"4,410,824","47,694"
23,Arizona,AZ,Mohave,18.66,"209,550","33,148"
24,Arizona,AZ,Navajo,47.97,"110,445","32,165"
25,Arizona,AZ,Pima,55.18,"1,039,073","44,028"
26,Arizona,AZ,Pinal,82.53,"447,138","30,644"
27,Arizona,AZ,Santa Cruz,35.7,"46,511","39,057"
28,Arizona,AZ,Yavapai,45.1,"231,993","40,312"
29,Arizona,AZ,Yuma,51.41,"212,128","35,682"
30,Arkansas,AR,Arkansas,33.49,"3,013,825","43,233"
31,Arkansas,AR,Arkansas,33.49,"3,013,825","45,290"
32,Arkansas,AR,Arkansas,33.49,"17,769","43,233"
33,Arkansas,AR,Arkansas,33.49,"17,769","45,290"
34,Arkansas,AR,Ashley,32.55,"20,046","34,813"
35,Arkansas,AR,Clark,33.04,"22,061","36,314"
36,Arkansas,AR,Craighead,35.58,"108,558","37,531"
37,Arkansas,AR,Crittenden,42.02,"48,342","36,978"
38,Arkansas,AR,Garland,33.84,"99,154","40,004"
39,Arkansas,AR,Jackson,32.16,"16,811","35,880"
40,Arkansas,AR,Newton,36.84,"7,805","28,808"
41,Arkansas,AR,Polk,39.46,"20,049","30,751"
42,Arkansas,AR,Pulaski,44.85,"392,680","51,185"
43,Arkansas,AR,Union,39.67,"39,126","46,474"
44,Arkansas,AR,Washington,44.19,"236,961","40,247"
45,California,CA,Alameda,56.44,"1,666,753","76,644"
46,California,CA,Amador,43.42,"39,383","44,793"
47,California,CA,Butte,68.45,"231,256","44,346"
48,California,CA,Calaveras,58.34,"45,602","49,893"
49,California,CA,Colusa,52.62,"21,627","49,094"
50,California,CA,Contra Costa,53.96,"1,150,215","82,506"
51,California,CA,Del Norte,27.27,"27,828","37,268"
52,California,CA,El Dorado,57.98,"190,678","67,464"
53,California,CA,Fresno,80.74,"994,400","43,084"
54,California,CA,Glenn,43.22,"28,047","48,613"
55,California,CA,Humboldt,37.24,"136,373","48,739"
56,California,CA,Imperial,69.82,"181,827","36,974"
57,California,CA,Inyo,61.65,"17,987","61,358"
58,California,CA,Kern,89.56,"896,764","39,703"
59,California,CA,Kings,73.99,"151,366","35,306"
60,California,CA,Lake,34.51,"64,382","43,185"
61,California,CA,Los Angeles,85.42,"10,105,518","62,224"
62,California,CA,Madera,62.43,"157,672","39,897"
63,California,CA,Marin,42.81,"259,666","134,275"
64,California,CA,Mariposa,65.76,"17,471","53,143"
65,California,CA,Mendocino,45.34,"87,606","50,150"
66,California,CA,Merced,61.52,"274,765","38,519"
67,California,CA,Mono,41.96,"14,250","51,325"
68,California,CA,Monterey,41.18,"435,594","56,193"
69,California,CA,Napa,45.22,"139,417","74,984"
70,California,CA,Nevada,54.27,"99,696","61,799"
71,California,CA,Orange,56.04,"3,185,968","69,268"
72,California,CA,Placer,66.78,"393,149","66,700"
73,California,CA,Plumas,43.68,"18,804","53,599"
74,California,CA,Riverside,93.89,"2,450,758","40,637"
75,California,CA,Sacramento,64.7,"1,540,975","52,544"
76,California,CA,San Benito,45.02,"61,537","53,822"
77,California,CA,San Bernardino,98.58,"2,171,603","40,316"
78,California,CA,San Diego,69.17,"3,343,364","61,386"
79,California,CA,San Francisco,44.3,"883,305","130,696"
80,California,CA,San Joaquin,63.9,"752,660","44,995"
81,California,CA,San Luis Obispo,52.69,"284,010","58,491"
82,California,CA,San Mateo,42.42,"769,545","126,392"
83,California,CA,Santa Barbara,49.23,"446,527","62,690"
84,California,CA,Santa Clara,51.73,"1,937,570","107,877"
85,California,CA,Santa Cruz,39.75,"274,255","69,355"
86,California,CA,Shasta,51.15,"180,040","46,582"
87,California,CA,Siskiyou,53.4,"43,724","45,065"
88,California,CA,Solano,48.9,"446,610","51,664"
89,California,CA,Sonoma,41.54,"499,942","64,501"
90,California,CA,Stanislaus,66.04,"549,815","44,120"
91,California,CA,Sutter,62.87,"96,807","44,535"
92,California,CA,Tehama,53.37,"63,916","42,483"
93,California,CA,Trinity,49.33,"12,535","40,640"
94,California,CA,Tulare,85.6,"465,861","40,420"
95,California,CA,Tuolumne,48.88,"54,539","47,838"
96,California,CA,Ventura,57.43,"850,967","61,712"
97,California,CA,Yolo,49.28,"220,408","54,118"
98,Colorado,CO,Adams,51.82,"511,868","43,315"
99,Colorado,CO,Alamosa,21.14,"16,683","37,351"
100,Colorado,CO,Arapahoe,53.75,"651,215","60,180"
101,Colorado,CO,Archuleta,38.81,"13,765","41,947"
102,Colorado,CO,Boulder,54.29,"326,078","73,394"
103,Colorado,CO,Chaffee,61.66,"20,027","46,998"
104,Colorado,CO,Clear Creek,63.29,"9,605","61,300"
105,Colorado,CO,Delta,35.19,"30,953","38,855"
106,Colorado,CO,Denver,55.6,"716,492","79,849"
107,Colorado,CO,Douglas,56.14,"342,776","73,662"
108,Colorado,CO,El Paso,52.07,"713,856","48,467"
109,Colorado,CO,Fremont,14.1,"48,021","35,435"
110,Colorado,CO,Garfield,56.72,"59,770","59,653"
111,Colorado,CO,Grand,50.9,"15,525","49,845"
112,Colorado,CO,Gunnison,53.1,"17,246","47,149"
113,Colorado,CO,Jackson,10.02,"1,399","49,723"
114,Colorado,CO,Jefferson,57.47,"580,233","63,536"
115,Colorado,CO,La Plata,54.16,"56,310","55,807"
116,Colorado,CO,Larimer,60.21,"350,518","54,188"
117,Colorado,CO,Mesa,51.19,"153,207","44,935"
118,Colorado,CO,Moffat,43.77,"13,188","42,130"
119,Colorado,CO,Montezuma,48.9,"26,158","42,998"
120,Colorado,CO,Montrose,43.24,"42,214","39,930"
121,Colorado,CO,Park,60.75,"18,556","45,113"
122,Colorado,CO,Pitkin,15.14,"17,950","149,207"
123,Colorado,CO,Prowers,18.17,"12,164","42,259"
124,Colorado,CO,Pueblo,25.3,"167,529","39,511"
125,Colorado,CO,Rio Blanco,48.83,"6,336","46,809"
126,Colorado,CO,Routt,16.75,"25,733","83,702"
127,Colorado,CO,San Juan,12.59,762,"44,029"
128,Colorado,CO,San Miguel,45.01,"8,191","85,432"
129,Colorado,CO,Teller,63.67,"25,083","49,197"
130,Colorado,CO,Weld,56.1,"314,305","46,172"
131,Connecticut,CT,Fairfield,47.9,"943,823","120,630"
132,Connecticut,CT,Hartford,40.59,"892,697","64,853"
133,Connecticut,CT,Litchfield,38.45,"181,111","64,949"
134,Connecticut,CT,Middlesex,43.88,"162,682","68,673"
135,Connecticut,CT,New Haven,45.51,"857,620","56,650"
136,Connecticut,CT,New London,36.99,"266,784","59,264"
137,Connecticut,CT,Tolland,39.62,"150,921","56,614"
138,Connecticut,CT,Windham,36.7,"117,027","47,264"
139,Delaware,DE,Kent,40.3,"178,550","42,023"
140,Delaware,DE,New Castle,45.65,"559,335","56,745"
141,Delaware,DE,Sussex,41.5,"229,286","50,333"
142,Florida,FL,Alachua,34.77,"269,956","44,390"
143,Florida,FL,Baker,32.85,"28,355","32,313"
144,Florida,FL,Bay,39.94,"185,287","43,231"
145,Florida,FL,Brevard,38.73,"596,849","45,425"
146,Florida,FL,Broward,42.62,"1,951,260","50,269"
147,Florida,FL,Citrus,34.09,"147,929","37,920"
148,Florida,FL,Collier,38.21,"378,488","92,686"
149,Florida,FL,Columbia,37.16,"70,503","35,074"
150,Florida,FL,Duval,44.82,"950,181","46,174"
151,Florida,FL,Escambia,39.06,"315,534","42,537"
152,Florida,FL,Flagler,33.39,"112,067","46,220"
153,Florida,FL,Hamilton,29.97,"14,310","26,016"
154,Florida,FL,Highlands,33.43,"105,424","33,453"
155,Florida,FL,Hillsborough,45.82,"1,436,888","47,000"
156,Florida,FL,Holmes,37.84,"19,477","30,468"
157,Florida,FL,Indian River,37.55,"157,413","76,059"
158,Florida,FL,Lake,36.06,"356,495","42,190"
159,Florida,FL,Lee,38.19,"754,610","51,266"
160,Florida,FL,Leon,38.75,"292,502","44,482"
161,Florida,FL,Liberty,32.8,"8,457","23,582"
162,Florida,FL,Manatee,37.19,"394,855","47,378"
163,Florida,FL,Marion,37.55,"359,977","36,997"
164,Florida,FL,Martin,38.26,"160,912","83,873"
165,Florida,FL,Miami-Dade,42.96,"2,761,581","50,022"
166,Florida,FL,Nassau,28.99,"85,832","57,877"
167,Florida,FL,Okaloosa,35.45,"207,269","48,875"
168,Florida,FL,Orange,37.83,"1,380,645","44,647"
169,Florida,FL,Osceola,36.46,"367,990","33,346"
170,Florida,FL,Palm Beach,39.58,"1,485,941","79,760"
171,Florida,FL,Pasco,38.08,"539,630","40,313"
172,Florida,FL,Pinellas,41.11,"975,280","53,455"
173,Florida,FL,Polk,38.19,"708,009","35,463"
174,Florida,FL,Putnam,13.87,"74,163","31,773"
175,Florida,FL,Santa Rosa,39.72,"179,349","44,527"
176,Florida,FL,Sarasota,40.3,"426,718","64,868"
177,Florida,FL,Seminole,37.82,"467,832","49,049"
178,Florida,FL,St. Lucie,35.21,"321,128","39,374"
179,Florida,FL,Volusia,38.03,"547,538","42,374"
180,Florida,FL,Wakulla,36.64,"32,461","37,026"
181,Georgia,GA,Bibb,36.75,"153,095","41,709"
182,Georgia,GA,Charlton,21.96,"12,968","24,976"
183,Georgia,GA,Chatham,38.46,"289,195","47,563"
184,Georgia,GA,Chattooga,36.47,"24,790","30,946"
185,Georgia,GA,Clarke,40.14,"127,330","33,970"
186,Georgia,GA,Clayton,33.73,"289,615","28,020"
187,Georgia,GA,Cobb,40.3,"756,865","57,162"
188,Georgia,GA,Coffee,24.34,"43,093","32,644"
189,Georgia,GA,Columbia,37.39,"154,291","49,473"
190,Georgia,GA,Dawson,36.91,"25,083","45,201"
191,Georgia,GA,DeKalb,41.84,"756,558","50,871"
192,Georgia,GA,Dougherty,33.93,"91,243","34,744"
193,Georgia,GA,Douglas,38.17,"145,331","35,230"
194,Georgia,GA,Floyd,41.41,"97,927","38,524"
195,Georgia,GA,Fulton,46.81,"1,050,114","84,386"
196,Georgia,GA,Glynn,34.61,"85,219","46,073"
197,Georgia,GA,Gwinnett,43.86,"927,781","41,458"
198,Georgia,GA,Hall,32.23,"202,148","43,701"
199,Georgia,GA,Henry,36.05,"230,220","39,184"
200,Georgia,GA,Houston,36.98,"155,469","42,625"
201,Georgia,GA,Lowndes,37.72,"116,321","37,443"
202,Georgia,GA,Murray,36.03,"39,921","29,968"
203,Georgia,GA,Muscogee,35.42,"194,160","44,149"
204,Georgia,GA,Pike,34.32,"18,634","39,851"
205,Georgia,GA,Richmond,42.53,"201,554","38,196"
206,Georgia,GA,Rockdale,39.73,"90,594","35,244"
207,Georgia,GA,Sumter,36.63,"29,733","35,847"
208,Georgia,GA,Walker,36.8,"69,410","32,826"
209,Georgia,GA,Washington,29.21,"20,386","35,296"
210,Hawaii,HI,Hawaii,99.55,"1,420,491","55,418"
211,Hawaii,HI,Hawaii,99.55,"1,420,491","42,449"
212,Hawaii,HI,Hawaii,99.55,"200,983","55,418"
213,Hawaii,HI,Hawaii,99.55,"200,983","42,449"
214,Hawaii,HI,Honolulu,30.11,"980,080","59,608"
215,Hawaii,HI,Kauai,15.79,"72,133","49,416"
216,Idaho,ID,Ada,44.08,"469,966","52,958"
217,Idaho,ID,Bannock,34.81,"87,138","38,160"
218,Idaho,ID,Benewah,46.73,"9,226","37,383"
219,Idaho,ID,Blaine,18.9,"22,601","113,780"
220,Idaho,ID,Boise,42.73,"7,634","43,392"
221,Idaho,ID,Bonner,35.33,"44,727","41,209"
222,Idaho,ID,Bonneville,31.62,"116,854","48,287"
223,Idaho,ID,Butte,42.41,"2,611","38,961"
224,Idaho,ID,Canyon,34.71,"223,499","32,680"
225,Idaho,ID,Caribou,6.5,"7,060","39,146"
226,Idaho,ID,Custer,11.23,"4,280","43,185"
227,Idaho,ID,Franklin,26.15,"13,726","36,064"
228,Idaho,ID,Idaho,42.38,"1,754,208","43,901"
229,Idaho,ID,Idaho,42.38,"1,754,208","35,122"
230,Idaho,ID,Idaho,42.38,"16,513","43,901"
231,Idaho,ID,Idaho,42.38,"16,513","35,122"
232,Idaho,ID,Jerome,24.31,"24,015","38,184"
233,Idaho,ID,Kootenai,34.46,"161,505","44,987"
234,Idaho,ID,Latah,17.11,"40,134","41,341"
235,Idaho,ID,Lemhi,34.98,"7,961","41,565"
236,Idaho,ID,Nez Perce,27.28,"40,408","44,397"
237,Idaho,ID,Shoshone,46.61,"12,796","35,537"
238,Idaho,ID,Twin Falls,33.24,"86,081","39,623"
239,Idaho,ID,Valley,28.42,"11,041","49,630"
240,Illinois,IL,Adams,36.54,"65,691","46,886"
241,Illinois,IL,Champaign,43.81,"209,983","45,328"
242,Illinois,IL,Clark,34.24,"15,596","43,012"
243,Illinois,IL,Cook,58.45,"5,180,493","62,205"
244,Illinois,IL,DuPage,47.56,"928,589","72,889"
245,Illinois,IL,Effingham,40.9,"34,208","50,599"
246,Illinois,IL,Hamilton,42.15,"8,163","43,349"
247,Illinois,IL,Jersey,43.29,"21,847","41,522"
248,Illinois,IL,Jo Daviess,35.2,"21,366","49,061"
249,Illinois,IL,Kane,39.97,"534,216","51,333"
250,Illinois,IL,Lake,38.58,"700,832","78,559"
251,Illinois,IL,Macon,53.1,"104,712","48,214"
252,Illinois,IL,Macoupin,29.4,"45,313","41,607"
253,Illinois,IL,Madison,49.05,"264,461","46,890"
254,Illinois,IL,McHenry,45.48,"308,570","55,720"
255,Illinois,IL,McLean,45.18,"172,828","49,180"
256,Illinois,IL,Monroe,3.47,"34,335","58,686"
257,Illinois,IL,Peoria,44.87,"180,621","51,135"
258,Illinois,IL,Randolph,41.17,"32,106","36,905"
259,Illinois,IL,Rock Island,41.26,"143,477","44,802"
260,Illinois,IL,Sangamon,45.05,"195,348","48,891"
261,Illinois,IL,Tazewell,1.98,"132,328","47,862"
262,Illinois,IL,Wabash,4.9,"11,549","43,571"
263,Illinois,IL,Will,43.94,"692,310","52,953"
264,Illinois,IL,Winnebago,37.47,"284,081","43,742"
265,Indiana,IN,Allen,46.07,"375,351","46,288"
266,Indiana,IN,Bartholomew,41.3,"82,753","49,922"
267,Indiana,IN,Boone,36.24,"66,999","73,531"
268,Indiana,IN,Brown,35.12,"15,234","46,785"
269,Indiana,IN,Carroll,33.91,"20,127","44,201"
270,Indiana,IN,Clark,38.71,"117,360","43,763"
271,Indiana,IN,Daviess,1.94,"33,147","42,064"
272,Indiana,IN,Delaware,36.63,"114,772","37,201"
273,Indiana,IN,Dubois,34.87,"42,565","56,488"
274,Indiana,IN,Elkhart,40.56,"205,560","46,816"
275,Indiana,IN,Floyd,35.03,"77,781","55,480"
276,Indiana,IN,Gibson,7.35,"33,452","45,385"
277,Indiana,IN,Greene,38.88,"32,006","39,840"
278,Indiana,IN,Hamilton,42.03,"330,086","74,717"
279,Indiana,IN,Hendricks,34.49,"167,009","49,641"
280,Indiana,IN,Henry,31.91,"48,271","38,336"
281,Indiana,IN,Howard,40.77,"82,366","41,842"
282,Indiana,IN,Huntington,32.89,"36,240","42,292"
283,Indiana,IN,Jackson,34.17,"44,111","42,722"
284,Indiana,IN,Knox,38.22,"36,895","44,626"
285,Indiana,IN,LaPorte,40.08,"110,007","42,527"
286,Indiana,IN,Lake,48.12,"484,411","45,172"
287,Indiana,IN,Madison,43.38,"129,641","38,172"
288,Indiana,IN,Marion,51.92,"954,670","51,940"
289,Indiana,IN,Monroe,37.67,"146,917","42,212"
290,Indiana,IN,Morgan,36.36,"70,116","44,183"
291,Indiana,IN,Perry,35.66,"19,102","37,851"
292,Indiana,IN,Pike,3.03,"12,410","40,714"
293,Indiana,IN,Porter,44.26,"169,594","53,130"
294,Indiana,IN,Posey,36.39,"25,540","48,180"
295,Indiana,IN,Shelby,36.29,"44,593","43,854"
296,Indiana,IN,Spencer,34.02,"20,327","43,971"
297,Indiana,IN,St. Joseph,46.05,"270,771","47,673"
298,Indiana,IN,Sullivan,35.35,"20,690","35,181"
299,Indiana,IN,Tippecanoe,34.86,"193,048","39,169"
300,Indiana,IN,Vanderburgh,43.22,"180,974","45,893"
301,Indiana,IN,Vigo,44.78,"107,386","38,970"
302,Indiana,IN,Wabash,38.41,"31,280","43,820"
303,Indiana,IN,Warrick,37.27,"62,567","56,476"
304,Indiana,IN,Whitley,32.59,"34,074","44,528"
305,Iowa,IA,Black Hawk,43.15,"132,408","44,764"
306,Iowa,IA,Bremer,39.27,"24,947","49,405"
307,Iowa,IA,Cerro Gordo,18.2,"42,647","53,342"
308,Iowa,IA,Clinton,45.2,"46,518","44,244"
309,Iowa,IA,Harrison,39.6,"14,134","44,895"
310,Iowa,IA,Johnson,38.41,"151,260","52,672"
311,Iowa,IA,Lee,36.13,"34,055","42,174"
312,Iowa,IA,Linn,44.6,"225,909","52,743"
313,Iowa,IA,Montgomery,40.53,"10,003","42,280"
314,Iowa,IA,Muscatine,41.88,"42,929","47,553"
315,Iowa,IA,Palo Alto,43.41,"8,929","53,056"
316,Iowa,IA,Polk,41.51,"487,204","53,215"
317,Iowa,IA,Pottawattamie,35.15,"93,533","45,604"
318,Iowa,IA,Scott,51.21,"173,283","54,323"
319,Iowa,IA,Van Buren,38.58,"7,020","41,378"
320,Iowa,IA,Woodbury,33.2,"102,539","43,988"
321,Kansas,KS,Chase,24.29,"2,629","46,385"
322,Kansas,KS,Ford,21.26,"33,888","38,962"
323,Kansas,KS,Johnson,38.8,"597,555","74,010"
324,Kansas,KS,Leavenworth,35.73,"81,352","42,851"
325,Kansas,KS,Neosho,38.92,"15,951","39,485"
326,Kansas,KS,Sedgwick,42.78,"513,607","53,776"
327,Kansas,KS,Shawnee,43.54,"177,499","46,861"
328,Kansas,KS,Sherman,16.08,"5,899","45,156"
329,Kansas,KS,Sumner,37.99,"22,996","40,027"
330,Kansas,KS,Trego,40.13,"2,793","50,889"
331,Kansas,KS,Wyandotte,45.02,"165,324","33,315"
332,Kentucky,KY,Bell,38.39,"26,569","29,612"
333,Kentucky,KY,Boone,39.28,"131,533","48,004"
334,Kentucky,KY,Boyd,38.38,"47,240","39,746"
335,Kentucky,KY,Bullitt,40.55,"81,069","40,935"
336,Kentucky,KY,Campbell,39.11,"93,152","49,015"
337,Kentucky,KY,Carter,34.39,"27,004","30,847"
